City_ID,City,Country,Lat,Lng,Max Temp (F),Humidity,Cloudiness,Wind Speed,Current Description
360,Usinsk,RU,65.9939,57.5281,1.42,95,100,8.0,overcast clouds
361,North Platte,US,41.1239,-100.7654,33.26,65,0,1.34,clear sky
362,Yevpatoriya,UA,45.1972,33.3558,47.66,85,93,2.38,overcast clouds
363,Giyani,ZA,-23.3025,30.7187,68.5,79,0,2.08,clear sky
364,Mtwara,TZ,-10.2667,40.1833,80.78,81,90,4.74,light rain
365,Zernograd,RU,46.8452,40.3083,35.76,96,100,5.99,light snow
366,Pandan,PH,14.0453,124.1694,78.93,83,66,1.91,broken clouds
367,Lompoc,US,34.6391,-120.4579,69.08,79,0,5.66,clear sky
368,Sirnak,TR,37.5228,42.4594,36.16,73,99,3.19,light rain
369,Tafo,GH,6.7345,-1.6127,73.45,60,54,2.02,broken clouds
370,Bukan,IR,36.521,46.2089,35.22,52,46,2.37,scattered clouds
371,Wanxian,CN,30.8039,108.3897,50.4,77,100,1.45,overcast clouds
372,Pulivendla,IN,14.4167,78.2333,69.96,82,36,1.59,scattered clouds
373,Ayabaca,PE,-4.6398,-79.7149,52.57,79,99,1.24,light rain
374,Slave Lake,CA,55.2834,-114.769,-2.22,78,100,6.17,overcast clouds
375,San Rafael,AR,-34.6177,-68.3301,87.12,27,92,3.86,overcast clouds
376,Nortelandia,BR,-14.4547,-56.8028,73.87,94,99,2.18,overcast clouds
377,Plettenberg Bay,ZA,-34.0527,23.3716,72.01,68,100,3.02,overcast clouds
378,Lagoa,PT,39.05,-27.9833,60.06,72,96,5.95,overcast clouds
379,Yaan,NG,7.3833,8.5667,80.87,21,12,1.73,few clouds
380,Berlevag,NO,70.8578,29.0864,28.4,84,100,9.45,overcast clouds
381,Nantucket,US,41.2835,-70.0995,50.11,88,90,11.32,mist
382,Sobolevo,RU,54.4299,31.8996,21.83,96,100,3.4,light snow
383,Paamiut,GL,61.994,-49.6678,13.08,79,100,11.89,overcast clouds
384,Kochevo,RU,59.5994,54.3125,18.34,90,100,5.61,overcast clouds
385,Port Augusta,AU,-32.5,137.7667,95.7,17,50,4.41,scattered clouds
386,Bandar-E Lengeh,IR,26.5579,54.8807,59.11,88,0,0.0,clear sky
387,Gamba,GA,-2.65,10.0,76.23,95,93,2.33,overcast clouds
388,Raduzhnyy,RU,62.0961,77.475,-0.81,95,99,5.9,overcast clouds
389,Neyshabur,IR,36.2133,58.7958,36.18,36,0,1.28,clear sky
390,Erzin,TR,36.9559,36.2,52.32,84,96,2.86,overcast clouds
391,Vrangel,RU,42.7297,133.0839,16.74,39,0,3.61,clear sky
392,Bandundu,CD,-3.3167,17.3667,74.73,87,95,1.53,overcast clouds
393,Pudozh,RU,61.8099,36.5345,-11.06,100,90,1.04,overcast clouds
394,Pochinki,RU,54.6988,44.8668,19.63,87,100,6.18,snow
395,Birin,NP,26.8865,88.0718,46.06,78,78,1.61,broken clouds
396,Niquelandia,BR,-14.4739,-48.4597,69.15,99,100,1.42,overcast clouds
397,Methoni,GR,36.8197,21.7049,52.21,62,91,6.18,overcast clouds
398,Chegdomyn,RU,51.1167,133.0167,-23.84,100,58,0.68,broken clouds
399,Siderno,IT,38.2779,16.302,48.78,69,66,7.68,broken clouds
400,Alofi,NU,-19.0595,-169.9187,80.53,78,99,5.65,light rain
401,Balkanabat,TM,39.5108,54.3671,45.97,63,0,3.54,clear sky
402,Luang Prabang,LA,19.8856,102.1347,59.59,91,22,0.3,few clouds
403,Skjervoy,NO,70.0311,20.9714,28.0,58,48,4.22,scattered clouds
404,Ossora,RU,59.2353,163.0719,13.73,95,100,2.61,overcast clouds
405,Meulaboh,ID,4.1363,96.1285,74.75,94,100,1.64,moderate rain
406,Vao,NC,-22.6667,167.4833,77.23,78,77,10.29,broken clouds
407,Soyo,AO,-6.1349,12.3689,77.27,88,100,2.81,overcast clouds
408,Maragogi,BR,-9.0122,-35.2225,79.34,78,2,3.94,clear sky
409,Ust-Kuyga,RU,70.0167,135.6,-24.2,99,85,5.32,overcast clouds
410,Itamaraca,BR,-7.7478,-34.8256,80.47,76,9,3.67,clear sky
411,Kulhudhuffushi,MV,6.6221,73.07,80.15,75,95,3.85,overcast clouds
412,Guadalupe,MX,25.6833,-100.25,80.15,63,40,2.06,scattered clouds
413,Singkang,MY,2.1006,102.7994,73.26,93,100,2.36,overcast clouds
414,Vila,PT,42.0304,-8.1588,47.28,95,100,1.3,overcast clouds
415,Ilulissat,GL,69.2167,-51.1,15.82,86,100,4.63,overcast clouds
416,Porbandar,IN,21.6422,69.6093,60.91,52,0,4.61,clear sky
417,Padang,ID,-0.9492,100.3543,73.45,88,100,1.53,overcast clouds
418,Teguise,ES,29.0605,-13.564,59.22,36,0,4.63,clear sky
419,Fagersta,SE,60.0042,15.7932,28.99,92,100,2.28,overcast clouds
420,Glendive,US,47.1053,-104.7125,9.23,78,0,2.06,clear sky
421,Aripuana,BR,-9.1667,-60.6333,72.19,99,62,1.18,broken clouds
422,Ennis,IE,52.8436,-8.9864,52.07,100,90,5.66,light intensity drizzle
423,Dharmadam,IN,11.7833,75.4333,71.58,89,10,2.49,clear sky
424,Canutama,BR,-6.5339,-64.3831,70.84,99,96,1.08,overcast clouds
425,Tarko-Sale,RU,64.9225,77.785,-16.47,99,82,3.96,broken clouds
426,Naryan-Mar,RU,67.6713,53.087,1.13,94,98,4.69,overcast clouds
427,Santa Cruz,BO,-17.8,-63.1667,78.26,89,40,3.09,scattered clouds
428,Mahebourg,MU,-20.4081,57.7,76.24,81,98,3.78,overcast clouds
429,Neiafu,TO,-18.65,-173.9833,83.08,83,75,3.09,broken clouds
430,Pacific Grove,US,36.6177,-121.9166,67.15,67,0,1.34,clear sky
431,Canar,EC,-2.55,-78.9333,48.74,95,100,1.11,light rain
432,Auki,SB,-8.7676,160.7034,82.69,79,100,3.89,overcast clouds
433,Sabancuy,MX,18.9667,-91.1833,80.28,67,51,3.74,broken clouds
434,Eureka,US,40.8021,-124.1637,63.18,74,22,0.45,few clouds
435,Saint-Marc,HT,19.1082,-72.6938,78.94,70,52,3.77,broken clouds
436,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.65,99,100,2.69,overcast clouds
437,Manacapuru,BR,-3.2997,-60.6206,74.77,87,99,1.84,overcast clouds
438,Lalmohan,BD,22.3384,90.7419,65.8,67,0,2.85,clear sky
439,San Julian,MX,21.0167,-102.1667,73.87,17,62,1.39,broken clouds
440,Mecca,SA,21.4267,39.8261,73.74,77,0,0.74,clear sky
441,Bemidji,US,47.4736,-94.8803,-8.09,69,0,4.12,clear sky
442,Carutapera,BR,-1.195,-46.02,74.75,93,75,0.81,moderate rain
443,San Pedro,PH,14.35,121.0167,79.11,83,11,1.46,few clouds
444,Tongliao,CN,43.6125,122.2653,-1.41,85,71,3.81,broken clouds
445,Poum,NC,-20.2333,164.0167,82.36,72,7,3.83,clear sky
446,Pailon,BO,-17.65,-62.75,79.7,74,58,3.76,broken clouds
447,Aldan,RU,58.6031,125.3894,-32.85,99,92,1.85,overcast clouds
448,Axim,GH,4.8699,-2.2405,80.26,82,85,2.62,overcast clouds
449,Maardu,EE,59.4767,25.025,28.18,85,100,5.81,overcast clouds
450,Oktyabrskiy,RU,54.4815,53.471,-0.44,94,97,2.33,overcast clouds
451,Novaya Igirma,RU,57.1334,103.9112,-12.87,86,70,1.63,broken clouds
452,San Jose,US,37.3394,-121.895,65.25,60,40,1.79,scattered clouds
453,Djibo,BF,14.1022,-1.6306,66.25,13,7,3.92,clear sky
454,Port Shepstone,ZA,-30.7414,30.455,72.84,85,11,10.93,few clouds
455,Myitkyina,MM,25.3833,97.4,54.63,77,1,1.19,clear sky
456,Aykhal,RU,66.0,111.5,0.41,94,100,9.54,overcast clouds
457,Estelle,US,29.8458,-90.1067,75.2,69,0,3.09,clear sky
458,Qingdao,CN,36.0986,120.3719,38.32,56,98,0.83,light rain
459,Sabla,NG,12.7525,4.7077,70.29,22,2,5.2,clear sky
460,Palu,ID,-0.8917,119.8707,81.59,73,57,0.9,broken clouds
461,Krasnogorodsk,RU,56.8357,28.2822,11.46,98,98,1.03,overcast clouds
462,Kavieng,PG,-2.5744,150.7967,83.55,69,100,3.3,overcast clouds
463,Santa Elena,EC,-2.2333,-80.85,75.11,75,99,3.64,overcast clouds
464,Ganjam,IN,19.3833,85.0667,67.98,80,1,1.56,clear sky
465,Konevo,RU,62.1215,39.3192,1.22,100,94,1.43,overcast clouds
466,Shwebo,MM,22.5667,95.7,61.39,74,1,1.78,clear sky
467,Sulya,IN,12.5667,75.3833,71.64,97,21,1.32,few clouds
468,Muriti,TZ,-1.9833,32.9167,74.62,65,100,0.56,overcast clouds
469,Malaut,IN,30.2167,74.4833,48.9,76,0,1.23,clear sky
470,Soe,ID,-9.8607,124.284,71.2,84,95,0.87,overcast clouds
471,Saryozek,KZ,44.3583,77.9753,27.48,87,78,0.16,broken clouds
472,Muncar,ID,-8.4333,114.3333,79.5,78,81,1.43,broken clouds
473,Agadez,NE,19.75,10.25,49.23,23,1,4.39,clear sky
474,Nuevo Progreso,MX,23.1667,-97.95,81.59,70,58,1.79,broken clouds
475,Egvekinot,RU,66.3167,-179.1667,-8.36,58,0,5.89,clear sky
476,Fukue,JP,32.6881,128.8419,51.42,57,41,3.48,scattered clouds
477,Plouzane,FR,48.3833,-4.6167,53.92,100,100,7.2,light intensity drizzle
478,Perevoz,RU,55.5961,44.5446,18.97,95,100,6.41,light snow
479,Durban,ZA,-29.8579,31.0292,74.01,86,3,2.24,clear sky
480,Boa Vista,BR,2.8197,-60.6733,84.18,51,0,3.09,clear sky
481,Umm Lajj,SA,25.0213,37.2685,73.67,60,92,12.19,overcast clouds
482,Breisach,DE,48.0333,7.5833,40.89,93,75,2.06,broken clouds
483,Bara,NG,10.3744,10.7288,69.82,22,25,4.46,scattered clouds
484,Rovaniemi,FI,66.5,25.7167,0.81,85,0,1.03,clear sky
485,Ismailia,EG,30.6043,32.2723,53.06,48,0,6.19,clear sky
486,Tual,ID,-5.6667,132.75,82.53,78,99,3.63,overcast clouds
487,Acarau,BR,-2.8856,-40.12,80.17,75,100,5.08,overcast clouds
488,Gikongoro,RW,-2.464,29.5739,56.97,88,67,2.12,broken clouds
489,Pando,UY,-34.7167,-55.95,73.98,34,0,7.22,clear sky
490,Hasaki,JP,35.7333,140.8333,45.0,72,100,9.86,light rain
491,Loanda,AO,-8.8368,13.2343,76.24,85,100,2.74,overcast clouds
492,Dvinskoy,RU,62.1535,45.1175,15.75,96,100,2.01,overcast clouds
493,Sangar,RU,63.9242,127.4739,-43.49,99,82,1.47,broken clouds
494,Puqi,CN,29.7167,113.8833,44.83,79,100,1.44,overcast clouds
495,Havelock,US,34.8791,-76.9013,62.98,83,0,4.02,clear sky
496,Moshenskoye,RU,58.5102,34.5911,3.79,100,99,0.24,overcast clouds
497,Manokwari,ID,-0.8667,134.0833,80.02,73,94,1.55,overcast clouds
498,Aswan,EG,24.0934,32.907,61.83,48,99,5.67,overcast clouds
499,Cockburn Town,TC,21.4612,-71.1419,78.48,74,26,9.99,scattered clouds
500,Totness,SR,5.8833,-56.3167,75.9,79,92,3.63,overcast clouds
501,Cabo San Lucas,MX,22.8909,-109.9124,76.6,79,100,0.0,overcast clouds
502,Merrill,US,45.1805,-89.6835,-0.04,61,0,4.12,clear sky
503,Vestmannaeyjar,IS,63.4427,-20.2734,40.91,96,100,20.4,heavy intensity rain
504,Torrington,US,41.8007,-73.1212,37.15,94,100,0.89,snow
505,Lorengau,PG,-2.0226,147.2712,82.71,76,73,3.96,broken clouds
506,Bacolod,PH,10.6667,122.95,79.36,83,48,3.62,scattered clouds
507,Biscarrosse,FR,44.3945,-1.1672,58.33,100,100,7.72,overcast clouds
508,La Ronge,CA,55.1001,-105.2842,-14.55,64,20,2.06,few clouds
509,Shenkursk,RU,62.1091,42.896,14.99,96,100,2.1,light snow
510,Kefamenanu,ID,-9.4467,124.4781,77.76,80,71,0.7,broken clouds
511,Bombay,IN,19.0144,72.8479,66.18,48,0,0.0,smoke
512,Viedma,AR,-40.8135,-62.9967,71.29,59,23,6.13,few clouds
513,Rawah,IQ,34.4816,41.9093,54.05,52,92,3.42,overcast clouds
514,Sambava,MG,-14.2667,50.1667,74.66,90,100,2.23,overcast clouds
515,Mingoyo,TZ,-10.1,39.6333,76.08,94,100,1.38,overcast clouds
516,Denpasar,ID,-8.65,115.2167,78.46,88,20,1.54,few clouds
517,Fairlie,GB,55.756,-4.8556,40.12,87,89,1.88,overcast clouds
518,Ponta Delgada,PT,37.7333,-25.6667,60.49,82,75,6.69,broken clouds
519,Batticaloa,LK,7.7102,81.6924,76.39,85,100,1.38,overcast clouds
520,Copacabana,CO,6.3463,-75.5089,69.01,98,91,1.34,overcast clouds
521,Vyshkov,RU,52.4764,31.6873,24.69,98,100,0.86,light snow
522,Chissamba,AO,-12.1667,17.3333,63.48,96,100,1.66,overcast clouds
523,Boueni,YT,-12.9025,45.0761,78.78,76,92,1.88,overcast clouds
524,Kieta,PG,-6.2167,155.6333,86.52,67,26,4.92,scattered clouds
525,Wahiawa,US,21.5028,-158.0236,77.79,63,20,2.06,few clouds
526,Abdanan,IR,32.9926,47.4198,46.78,44,50,0.88,scattered clouds
527,Nantong,CN,32.0303,120.8747,40.98,79,9,1.63,clear sky
528,Ayolas,PY,-27.4,-56.9,80.42,43,7,3.06,clear sky
529,Honiara,SB,-9.4333,159.95,86.86,65,96,3.73,overcast clouds
530,Sorland,NO,67.667,12.6934,32.34,63,7,3.19,clear sky
531,Poya,NC,-21.35,165.15,84.67,68,8,3.7,clear sky
532,Toamasina,MG,-18.1667,49.3833,75.65,89,100,3.53,light rain
533,Talcahuano,CL,-36.7167,-73.1167,60.51,89,32,2.8,scattered clouds
534,Kongolo,CD,-5.3833,27.0,70.84,95,96,0.39,overcast clouds
535,Micheweni,TZ,-4.9667,39.8333,81.27,75,89,6.54,overcast clouds
536,Amot,NO,59.5714,7.9877,23.5,95,100,2.19,overcast clouds
537,Kurumkan,RU,54.3,110.3,-19.26,82,39,1.64,scattered clouds
538,Zhashkiv,UA,49.2454,30.1102,31.06,98,100,3.07,overcast clouds
539,Kachug,RU,53.9606,105.8817,-24.21,100,63,0.29,broken clouds
540,Yar-Sale,RU,66.8333,70.8333,-10.35,98,86,3.25,overcast clouds
541,Arras,FR,50.293,2.7819,35.15,95,8,0.9,clear sky
542,Grieskirchen,AT,48.2333,13.8333,36.72,92,97,1.98,overcast clouds
543,Devils Lake,US,48.1128,-98.8651,-11.22,77,0,4.12,clear sky
544,Grenada,ES,37.1882,-3.6067,49.12,100,0,0.0,clear sky
545,Pafos,CY,34.7667,32.4167,60.58,67,75,10.29,thunderstorm with light rain
546,Kalemie,CD,-5.9475,29.1947,70.14,81,97,1.53,overcast clouds
547,Gold Coast,AU,-28.0,153.4333,86.23,69,45,2.24,scattered clouds
548,Riberalta,BO,-10.9833,-66.1,75.47,85,85,1.02,overcast clouds
549,Aquiraz,BR,-3.9014,-38.3911,83.21,73,100,3.76,overcast clouds
550,Shahr-E Babak,IR,30.1165,55.1186,37.83,45,0,0.56,clear sky
551,Russell,US,32.3502,-85.1999,65.12,93,40,3.09,thunderstorm with rain
552,Kuusamo,FI,65.9667,29.1833,-5.76,84,75,3.6,broken clouds
553,Lata,PT,40.1629,-8.3327,55.81,99,100,1.33,overcast clouds
554,Hengshui,CN,37.7322,115.7011,33.17,64,100,2.65,overcast clouds
555,Ola,RU,59.5833,151.2833,14.14,81,100,4.54,overcast clouds
556,Millau,FR,44.0833,2.9167,43.39,99,100,1.83,light rain
557,Hervey Bay,AU,-25.2986,152.8535,85.01,67,72,1.79,broken clouds
558,Wukari,NG,7.85,9.7833,76.19,22,40,2.63,scattered clouds
559,Ballater,GB,57.0493,-3.0402,34.3,93,55,1.64,broken clouds
560,Itapaci,BR,-14.9508,-49.5494,69.8,99,100,2.59,overcast clouds
561,Kashi,CN,39.4547,75.9797,22.21,63,40,1.0,smoke
562,Quirinopolis,BR,-18.4483,-50.4517,70.79,89,13,1.59,few clouds
563,Kudahuvadhoo,MV,2.6708,72.8944,81.55,73,98,4.38,overcast clouds
564,Fuerte Olimpo,PY,-21.0415,-57.8738,82.47,56,41,2.49,scattered clouds
565,Constantine,DZ,36.365,6.6147,47.61,66,40,3.6,scattered clouds
566,Tshela,CD,-4.9833,12.9333,73.36,100,99,0.45,overcast clouds
567,La Tuque,CA,47.4334,-72.7824,28.58,80,98,7.27,light snow
568,Matagami,CA,49.7502,-77.6328,-3.89,71,90,9.77,light snow
569,Lakatoro,VU,-16.0999,167.4164,84.54,73,18,2.36,few clouds
570,Bafq,IR,31.6128,55.4107,44.87,36,0,0.7,clear sky
571,La Primavera,CO,5.4906,-70.4092,81.43,44,88,2.35,overcast clouds
572,Yazman,PK,29.1212,71.7446,51.66,72,0,2.74,clear sky
573,Oranjemund,NA,-28.55,16.4333,64.65,94,10,2.07,clear sky
574,Sterling,US,39.0062,-77.4286,44.94,97,100,2.68,overcast clouds
575,Nanakuli,US,21.3906,-158.1547,81.03,60,0,3.6,clear sky
576,Coahuayana,MX,18.7333,-103.6833,90.88,56,50,2.0,scattered clouds
577,Shihezi,CN,44.3,86.0333,11.25,88,18,1.49,few clouds
578,Torrevieja,ES,37.9787,-0.6822,64.53,55,4,10.43,clear sky
579,Longview,US,32.5007,-94.7405,55.65,86,90,0.89,overcast clouds
580,Betafo,MG,-19.8333,46.85,61.25,94,100,1.99,overcast clouds
581,Tupik,RU,54.4253,119.9327,-23.78,97,24,1.02,few clouds
582,Monrovia,LR,6.3005,-10.7969,80.44,83,41,2.99,scattered clouds
583,Bicaz,RO,46.9167,26.0667,28.76,97,97,1.43,light snow
584,Georgiyevka,KZ,43.0369,74.7114,30.24,93,75,1.0,mist
585,Bundaberg,AU,-24.85,152.35,82.69,61,40,6.69,scattered clouds
586,General Roca,AR,-39.0333,-67.5833,87.62,14,0,1.66,clear sky
587,Morondava,MG,-20.2833,44.2833,77.14,82,100,2.37,overcast clouds
588,Alakurtti,RU,66.9672,30.3491,2.16,98,88,2.0,overcast clouds
589,Caruray,PH,10.3094,119.0128,78.48,85,67,1.74,broken clouds
590,Mangrol,IN,21.1167,70.1167,58.86,57,0,5.19,clear sky
591,Qui Nhon,VN,13.7667,109.2333,73.4,86,67,2.53,broken clouds
592,Ivaipora,BR,-24.2478,-51.6847,62.73,87,56,4.06,broken clouds
593,Sorong,ID,-0.8833,131.25,81.32,78,86,1.73,overcast clouds
594,Kisangani,CD,0.5167,25.2,73.09,88,99,1.08,overcast clouds
595,Doha,QA,25.2867,51.5333,60.78,64,0,1.54,clear sky
596,Alta,NO,69.9689,23.2717,13.24,84,20,2.57,few clouds
597,Taltal,CL,-25.4,-70.4833,66.97,78,89,1.68,overcast clouds
598,Karasjok,NO,69.4719,25.5112,12.31,100,87,1.69,overcast clouds
599,Pangnirtung,CA,66.1451,-65.7125,-25.44,88,64,2.32,broken clouds
600,Arkhangelsk,RU,64.5401,40.5433,0.1,84,100,2.0,light snow
601,Ati,TD,13.2154,18.3353,69.03,21,5,4.59,clear sky
602,Rafaela,AR,-31.2503,-61.4867,87.98,35,1,0.89,clear sky
603,Peleduy,RU,59.6289,112.7406,-27.31,98,14,0.67,few clouds
604,Rocha,UY,-34.4833,-54.3333,68.52,81,0,5.34,clear sky
605,La Cruz,MX,23.9167,-106.9,70.97,64,100,3.31,overcast clouds
606,Ingham,US,42.6,-84.3833,18.3,71,0,5.66,clear sky
607,Sheboygan,US,43.7333,-87.9334,9.64,60,0,2.68,clear sky
608,Linden,GY,6.0,-58.3,73.54,88,65,1.31,broken clouds
609,Skibbereen,IE,51.55,-9.2667,49.8,94,100,7.74,overcast clouds
610,Ugoofaaru,MV,5.6667,73.0,80.51,75,80,3.76,broken clouds
611,Laguna,US,38.421,-121.4238,61.3,67,1,0.89,clear sky
612,Husavik,IS,66.0449,-17.3389,42.71,91,100,12.56,overcast clouds
613,Muisne,EC,0.6,-80.0333,76.21,87,100,2.22,overcast clouds
614,Saint-Augustin,CA,51.226,-58.6502,27.97,96,94,10.37,snow
615,Shizunai,JP,42.3339,142.3669,27.75,70,29,1.67,scattered clouds
616,Kolyvan,RU,55.3053,82.7391,17.22,90,88,5.08,overcast clouds
617,Anadyr,RU,64.75,177.4833,-16.1,76,18,9.0,few clouds
618,Malakal,SS,9.5334,31.6605,80.11,35,38,1.6,scattered clouds
619,Abu Dhabi,AE,24.4667,54.3667,66.96,74,20,0.0,few clouds
620,Kargil,IN,34.5667,76.1,13.15,94,100,0.37,light snow
621,Sembe,CG,1.6481,14.5806,79.2,52,94,1.15,overcast clouds
622,Innisfail,AU,-17.5333,146.0333,85.87,83,91,3.7,overcast clouds
623,Starkville,US,33.4504,-88.8184,53.26,91,100,6.75,overcast clouds
624,Westport,US,41.1415,-73.3579,40.82,94,100,0.89,light rain
625,Puerto Escondido,MX,15.85,-97.0667,81.43,74,40,0.0,scattered clouds
626,Hinton,CA,53.4001,-117.5857,28.44,90,100,2.77,overcast clouds
627,Taksimo,RU,56.3444,114.8794,-26.81,90,21,0.26,few clouds
628,Simao,CN,22.7886,100.9748,47.48,76,0,0.54,clear sky
629,Jiaxing,CN,30.7522,120.75,49.01,73,100,0.7,overcast clouds
630,Andenes,NO,69.3143,16.1194,17.58,86,20,4.12,few clouds
631,Porto Velho,BR,-8.7619,-63.9039,75.25,94,20,0.51,few clouds
632,Nemuro,JP,43.3236,145.575,18.03,64,11,4.85,few clouds
633,Jalu,LY,29.0331,21.5482,51.12,53,1,5.45,clear sky
634,Tessalit,ML,20.1986,1.0114,58.1,18,53,4.7,broken clouds
635,San Matias,BO,-16.3667,-58.4,78.76,80,76,2.28,broken clouds
636,Lerwick,GB,60.1545,-1.1494,42.8,76,99,10.5,overcast clouds
637,Omboue,GA,-1.5746,9.2618,77.04,91,100,2.67,overcast clouds
638,Slavyanka,RU,42.8633,131.3847,12.25,72,4,2.76,clear sky
639,Namwala,ZM,-15.7504,26.4384,65.95,97,100,1.24,moderate rain
640,Buraydah,SA,26.326,43.975,61.25,37,71,5.29,broken clouds
641,Comodoro Rivadavia,AR,-45.8667,-67.5,78.66,24,0,10.8,clear sky
642,Belyy Yar,RU,53.6039,91.3903,19.29,79,0,5.0,clear sky
643,Samfya,ZM,-11.3649,29.5565,65.84,94,96,1.24,light rain
644,Marzuq,YE,14.4,46.4667,59.36,34,33,1.34,scattered clouds
645,Gravdal,NO,68.1214,13.5031,27.97,77,34,2.7,scattered clouds
646,Hobyo,SO,5.3505,48.5268,76.6,68,10,9.05,clear sky
647,Roebourne,AU,-20.7833,117.1333,85.8,60,0,3.89,light rain
648,Ngunguru,NZ,-35.6167,174.5,80.17,68,100,3.93,overcast clouds
649,Nongstoin,IN,25.5167,91.2667,48.02,80,1,1.37,clear sky
650,Port Hawkesbury,CA,45.6169,-61.3485,42.19,93,100,3.58,overcast clouds
651,Visnes,NO,59.3556,5.2242,40.21,52,75,2.57,broken clouds
652,Victor Harbor,AU,-35.5667,138.6167,96.46,33,23,3.32,few clouds
653,Bonfim,BR,3.0833,-59.95,83.05,46,98,2.14,overcast clouds
654,Kalga,RU,50.9251,118.898,-17.21,93,67,2.08,broken clouds
655,Ust-Nera,RU,64.5667,143.2,-23.71,99,73,1.46,broken clouds
656,Naze,JP,28.3667,129.4833,59.92,74,98,4.67,overcast clouds
657,Kenora,CA,49.8167,-94.4337,-11.22,63,20,4.63,few clouds
658,Nurota,UZ,40.5614,65.6886,28.49,79,89,1.83,overcast clouds
659,Sohag,EG,26.557,31.6948,56.61,40,79,3.82,broken clouds
660,Kimbe,PG,-5.5502,150.1429,81.5,79,100,2.03,light rain
661,Crotone,IT,39.0851,17.1178,44.69,66,80,4.34,broken clouds
662,Janakkala,FI,60.9,24.6,16.84,97,66,1.81,broken clouds
663,Lebork,PL,54.5392,17.7501,29.91,84,98,3.21,overcast clouds
664,Manaia,NZ,-39.55,174.1333,74.8,60,100,5.45,overcast clouds
665,Luanda,AO,-8.8368,13.2343,76.24,85,99,2.64,overcast clouds
666,Loa Janan,ID,-0.583,117.095,75.6,97,85,1.03,overcast clouds
667,Uruacu,BR,-14.5247,-49.1408,69.78,99,100,2.28,overcast clouds
668,Camocim,BR,-2.9022,-40.8411,79.86,76,99,4.07,overcast clouds
669,Puebloviejo,CO,10.9938,-74.2844,84.38,54,16,5.66,few clouds
670,Tambura,SS,5.6,27.4667,76.84,36,95,1.43,overcast clouds
671,Iskateley,RU,67.6803,53.1512,1.26,94,98,4.68,overcast clouds
672,Chirongui,YT,-12.9319,45.1483,78.73,75,93,1.92,overcast clouds
673,Bor,RU,56.3567,44.0669,19.33,95,100,4.65,snow
674,Kurilsk,RU,45.2333,147.8833,26.11,62,99,9.56,overcast clouds
675,Guayaramerin,BO,-10.8368,-65.3614,74.26,95,96,0.94,overcast clouds
676,Qaqortoq,GL,60.7167,-46.0333,16.3,81,100,1.45,overcast clouds
677,Harlingen,US,26.1906,-97.6961,78.89,95,75,4.63,broken clouds
678,Wanning,CN,18.8003,110.3967,70.14,83,81,1.83,broken clouds
679,Duzce,TR,40.8389,31.1639,52.14,67,99,3.66,light rain
680,Bitkine,TD,11.9801,18.2138,70.75,21,2,3.7,clear sky
681,Rawson,AR,-43.3002,-65.1023,66.16,57,12,4.68,few clouds
682,Cap Malheureux,MU,-19.9842,57.6142,76.46,87,77,1.34,broken clouds
683,Bintulu,MY,3.1667,113.0333,77.41,88,40,1.54,scattered clouds
684,Ende,ID,-8.8432,121.6623,82.04,77,81,1.44,light rain
685,Walvis Bay,NA,-22.9575,14.5053,63.09,88,26,1.54,scattered clouds
686,Oyon,PE,-10.6681,-76.7731,45.16,96,100,1.92,overcast clouds
687,Pontianak,ID,-0.0333,109.3333,75.18,94,20,1.54,few clouds
688,Korla,CN,41.7597,86.1469,23.92,65,100,2.61,overcast clouds
689,Nome,US,64.5011,-165.4064,5.11,51,0,14.92,clear sky
690,Cabedelo,BR,-6.9811,-34.8339,80.91,75,9,4.99,clear sky
691,Hvide Sande,DK,56.0045,8.1294,35.89,98,100,8.43,overcast clouds
692,Phaltan,IN,17.9833,74.4333,62.6,72,4,1.5,clear sky
693,Mayumba,GA,-3.432,10.6554,76.78,94,98,2.1,overcast clouds
694,Gigmoto,PH,13.7796,124.39,79.21,82,80,1.88,broken clouds
695,Ourossogui,SN,15.6064,-13.3211,72.95,12,95,4.53,overcast clouds
696,Coromandel,BR,-18.4733,-47.2003,65.14,99,100,1.59,overcast clouds
697,Broken Hill,AU,-31.95,141.4333,94.3,18,0,4.31,clear sky
698,Caravelas,BR,-17.7125,-39.2481,76.55,87,98,3.94,overcast clouds
699,Grand Gaube,MU,-20.0064,57.6608,76.37,87,77,1.34,broken clouds
700,Dorchester,US,33.1002,-80.3831,66.72,89,100,1.34,overcast clouds
701,Dongsheng,CN,39.8161,109.9776,12.33,65,38,5.15,scattered clouds
702,Maxixe,MZ,-23.8597,35.3472,73.06,93,48,2.65,light rain
703,Tilichiki,RU,60.4667,166.1,-4.9,92,52,3.27,broken clouds
704,Abonnema,NG,4.7084,6.7931,78.98,83,19,2.09,few clouds
705,Linay,PH,8.5167,123.1333,79.0,87,82,4.11,broken clouds
706,Dawlatabad,AF,36.4141,64.9053,39.18,81,17,1.3,few clouds
707,Sol-Iletsk,RU,51.1631,54.9918,0.54,83,45,3.14,scattered clouds
708,Nenjiang,CN,49.1833,125.2167,-6.66,91,100,2.33,overcast clouds
